user_id,session_id,X,Y,Pressure,Duration,Orientation,Size
user1,5,449,93,0.79,166.41,90,10.24
user1,5,569,24,0.81,98.28,270,30.73
user1,5,114,451,0.62,294.34,270,78.66
user1,5,384,612,0.55,181.99,90,46.75
user1,5,349,389,0.71,89.54,180,66.17
user1,5,7,1730,0.76,293.29,0,71.39
user1,5,466,1769,0.58,80.8,0,49.62
user1,5,300,437,0.68,353.09,180,57.55
user1,5,109,1827,0.48,68.23,0,55.35
user1,5,869,1564,0.16,126.9,90,43.33
user1,5,667,1781,0.47,65.74,0,12.59
user1,5,732,280,0.62,438.67,90,28.22
user1,5,753,1533,0.67,121.54,0,31.66
user1,5,711,581,0.18,361.54,90,51.66
user1,5,818,1044,0.99,245.48,180,72.85
user1,5,107,798,0.34,98.56,180,33.01
user1,5,854,1081,0.4,307.65,270,30.96
user1,5,784,70,0.61,183.99,180,75.1
user1,5,721,301,0.29,168.12,0,50.36
user1,6,951,255,0.93,225.54,270,48.04
user1,6,561,1850,0.85,337.08,180,72.2
user1,6,860,989,0.61,340.43,270,21.18
user1,6,798,1198,0.21,209.79,270,10.68
user1,6,838,351,0.37,420.37,90,61.95
user1,6,257,61,0.98,224.4,0,55.35
user1,6,1075,1402,0.58,157.9,270,42.61
user1,6,34,647,0.59,351.45,90,52.98
user1,6,220,1836,0.14,85.37,0,24.37
user1,6,493,758,0.34,308.24,270,48.84
user1,6,971,1350,0.45,354.74,180,65.19
user1,6,1038,1810,0.95,283.12,90,61.29
user1,6,617,1026,0.61,195.21,0,56.69
user1,6,372,1758,0.27,173.94,270,76.81
user1,6,69,480,0.57,190.11,90,41.45
user1,6,606,918,0.36,133.9,90,33.52
user1,6,496,635,0.74,494.14,270,36.4
user1,6,260,1815,0.45,377.07,0,25.22
user1,6,18,598,0.44,418.39,180,53.66
user1,6,1031,1060,0.91,118.01,90,12.98
user1,7,652,1830,0.57,282.01,0,19.39
user1,7,277,1754,0.14,432.89,0,76.34
user1,7,140,733,0.29,90.44,0,71.43
user1,7,432,8,0.37,213.2,0,45.17
user1,7,851,604,0.55,477.95,180,16.99
user1,7,300,1807,0.4,219.9,0,59.62
user1,7,150,1267,0.74,399.14,0,62.55
user1,7,343,590,0.1,118.48,180,69.06
user1,7,1052,1873,0.13,104.59,270,58.55
user1,7,109,1136,0.75,133.94,0,16.51
user1,7,45,1593,0.7,308.63,90,79.04
user1,7,600,1269,0.26,436.58,0,30.36
user1,7,726,199,0.59,221.57,180,30.13
user1,7,23,1386,0.24,132.0,90,71.53
user1,7,542,1876,0.89,112.71,0,37.93
user1,7,84,1025,0.11,178.04,90,36.57
user1,7,993,1048,0.96,134.95,270,62.5
user1,7,951,456,0.54,485.9,180,73.98
user1,7,342,1812,0.5,51.37,90,59.77
user1,7,939,46,0.94,317.4,270,79.5
user1,8,749,556,0.93,329.06,90,74.45
user1,8,568,1184,0.89,98.41,0,38.95
user1,8,937,1603,0.81,63.01,0,60.97
user1,8,47,1217,0.68,462.32,270,22.37
user1,8,233,1876,0.24,273.49,180,47.83
user1,8,1013,1045,0.47,305.13,180,71.97
user1,8,273,1407,0.71,390.72,270,33.14
user1,8,901,1562,0.55,210.56,90,28.65
user1,8,916,942,0.55,435.41,0,23.67
user1,8,569,146,0.81,413.91,270,37.28
user1,8,442,746,0.93,142.08,270,17.16
user1,8,719,1677,0.63,134.04,0,67.29
user1,8,372,1324,0.83,89.03,90,52.49
user1,8,89,1142,0.95,183.49,180,24.42
user1,8,1001,446,0.23,358.93,0,31.0
user1,8,817,1683,0.3,392.63,0,46.89
user1,8,1028,768,0.52,461.7,90,62.89
user1,8,521,1265,0.95,237.24,90,33.99
user1,8,412,1537,0.29,95.1,270,20.4
user1,8,1024,765,0.28,238.98,270,53.67
user1,9,768,761,0.1,464.43,0,67.6
user1,9,161,506,0.7,125.61,0,67.19
user1,9,393,619,0.27,417.86,90,12.35
user1,9,721,1395,0.15,316.34,180,64.15
user1,9,105,1298,0.28,180.13,90,58.97
user1,9,160,1329,0.55,110.51,90,42.28
user1,9,789,446,0.25,388.02,270,21.66
user1,9,248,1828,0.72,152.69,0,15.32
user1,9,466,848,0.63,389.07,90,33.05
user1,9,948,1529,0.8,225.64,270,76.46
user1,9,291,587,0.69,442.54,90,16.47
user1,9,373,1891,0.43,193.65,90,77.09
user1,9,121,441,0.9,255.4,180,13.32
user1,9,1069,451,0.19,156.65,270,65.98
user1,9,482,308,0.76,173.28,270,11.89
user1,9,468,616,0.14,455.34,90,76.75
user1,9,957,1357,0.75,158.4,0,15.17
user1,9,699,1481,0.6,356.73,90,64.57
user1,9,732,322,0.91,449.1,90,19.92
user1,9,805,907,0.25,384.76,180,50.24
user1,10,1048,1284,0.93,420.19,90,70.74
user1,10,578,1019,0.45,275.25,270,22.14
user1,10,239,912,0.4,273.15,0,19.19
user1,10,562,475,0.26,427.79,0,73.99
user1,10,734,1743,0.84,162.46,270,19.8
user1,10,698,680,0.87,439.15,180,67.88
user1,10,40,1847,0.25,263.83,180,28.19
user1,10,202,852,0.52,100.73,270,76.1
user1,10,52,502,0.26,59.06,90,41.33
user1,10,85,308,0.42,57.59,0,43.95
user1,10,877,1368,0.34,81.0,180,62.85
user1,10,415,1529,0.86,166.91,180,55.7
user1,10,106,1216,0.36,345.44,270,67.79
user1,10,340,696,0.43,213.93,180,54.99
user1,10,585,1537,0.35,367.41,90,54.51
user1,10,126,334,0.64,58.12,90,10.28
user1,10,700,1308,0.57,82.1,180,44.44
user1,10,264,1739,0.18,319.06,0,11.9
user1,10,832,1481,0.54,128.75,270,17.1
user1,10,244,248,0.68,50.56,180,59.77
user2,1,518,1759,0.5,204.53,180,68.96
user2,1,427,267,0.98,217.37,90,73.48
user2,1,94,381,0.47,259.42,270,40.86
user2,1,198,7,0.96,126.61,90,29.7
user2,1,870,1044,0.53,280.89,270,50.11
user2,1,929,529,0.16,330.12,180,73.97
user2,1,509,1726,0.2,88.67,270,29.72
user2,1,1070,311,0.33,416.45,90,67.38
user2,1,13,1891,0.19,201.58,0,14.79
user2,1,184,1138,0.68,229.17,90,45.42
user2,1,137,1489,0.47,318.03,0,14.22
user2,1,1016,96,0.3,233.38,0,35.97
user2,1,429,1113,0.11,97.18,90,31.96
user2,1,657,672,0.87,363.76,90,79.72
user2,1,553,635,0.33,83.36,270,30.63
user2,1,964,1315,0.72,443.87,180,17.34
user2,1,683,632,0.31,374.55,270,77.92
user2,1,771,1387,0.45,393.95,90,18.34
user2,1,263,1165,0.63,195.67,90,60.12
user2,1,326,1093,0.23,120.98,0,53.86
user2,2,405,767,0.24,433.52,180,33.03
user2,2,613,944,0.48,195.22,180,49.02
user2,2,731,849,0.33,457.01,180,31.58
user2,2,926,1662,0.41,245.85,0,26.52
user2,2,168,556,0.53,498.74,0,32.99
user2,2,657,30,0.12,133.08,90,23.09
user2,2,23,497,0.69,264.19,180,62.03
user2,2,277,541,0.63,300.53,270,68.86
user2,2,249,102,0.62,205.64,270,69.65
user2,2,1076,784,0.26,303.72,270,17.82
user2,2,872,1437,0.71,83.49,270,62.02
user2,2,352,1687,0.63,499.01,270,22.17
user2,2,529,484,0.66,271.64,0,49.39
user2,2,46,1620,0.35,179.95,0,70.49
user2,2,723,1823,0.56,489.06,270,24.42
user2,2,603,1753,0.14,186.66,90,57.18
user2,2,609,305,0.15,109.38,180,73.57
user2,2,1013,1801,0.41,308.45,0,20.87
user2,2,313,947,0.99,469.75,0,51.86
user2,2,275,446,0.66,93.67,90,19.72
user2,3,629,851,0.63,200.1,90,41.66
user2,3,583,655,0.66,345.66,180,16.96
user2,3,25,1765,0.68,270.38,180,48.7
user2,3,744,50,0.15,380.82,90,45.83
user2,3,299,145,0.61,255.47,270,69.0
user2,3,150,1653,0.86,379.41,90,39.13
user2,3,903,497,0.42,335.23,0,54.4
user2,3,610,768,0.86,498.44,180,77.03
user2,3,126,1139,0.28,181.61,0,44.63
user2,3,188,1513,0.75,404.47,270,36.59
user2,3,22,1202,0.99,79.8,270,50.45
user2,3,328,470,0.72,382.9,270,12.25
user2,3,937,825,0.27,479.02,180,67.24
user2,3,356,211,0.34,142.31,0,20.3
user2,3,177,512,0.51,135.27,90,29.43
user2,3,40,931,0.81,495.14,270,22.88
user2,3,470,1154,0.14,148.65,180,73.11
user2,3,85,1071,0.43,189.86,0,20.34
user2,3,386,925,0.6,242.15,90,69.88
user2,3,663,1585,0.44,117.57,0,51.4
user2,4,753,104,0.88,435.12,0,68.59
user2,4,953,1673,0.69,398.99,180,16.42
user2,4,980,426,0.25,280.16,180,68.64
user2,4,129,430,0.76,232.62,270,73.22
user2,4,540,181,0.71,111.4,90,30.56
user2,4,639,36,0.26,391.9,0,78.48
user2,4,538,343,0.65,251.7,180,34.17
user2,4,302,775,0.4,424.72,0,72.52
user2,4,1035,360,0.48,295.8,0,50.38
user2,4,758,652,0.54,99.0,270,35.81
user2,4,1067,1132,0.48,133.95,180,12.59
user2,4,946,1099,0.99,463.64,180,57.83
user2,4,58,519,0.19,50.9,180,65.57
user2,4,635,1525,0.97,148.27,90,61.32
user2,4,233,185,0.65,296.69,90,30.46
user2,4,534,1430,0.26,121.12,270,48.88
user2,4,292,1423,0.34,428.51,0,66.56
user2,4,102,144,0.68,68.2,0,35.7
user2,4,421,318,0.24,225.35,180,34.84
user2,4,78,1883,0.15,323.67,270,24.75
user2,5,14,100,0.59,380.08,180,57.14
user2,5,636,1759,0.78,429.52,90,62.09
user2,5,442,625,0.8,173.52,270,16.85
user2,5,569,589,0.97,498.35,90,52.43
user2,5,387,415,0.94,332.31,270,67.99
user2,5,202,1806,0.56,262.31,270,52.57
user2,5,138,220,0.5,131.24,180,37.82
user2,5,812,1609,0.63,323.98,270,26.71
user2,5,174,488,0.5,108.32,180,39.03
user2,5,441,864,0.62,90.94,90,33.26
user2,5,655,1890,0.72,100.16,180,44.21
user2,5,918,1294,0.18,406.62,180,25.54
user2,5,587,1823,0.61,240.82,90,10.48
user2,5,229,1644,0.54,213.72,180,74.63
user2,5,849,1076,0.58,305.92,90,46.92
user2,5,331,1821,0.85,102.02,180,49.78
user2,5,391,229,0.52,185.28,0,28.24
user2,5,651,1333,0.47,173.55,90,26.7
user2,5,653,1459,0.69,96.22,270,11.4
user2,5,639,273,0.48,84.56,0,62.67
user2,6,995,41,0.34,462.22,180,63.48
user2,6,265,1606,0.99,178.0,180,60.47
user2,6,890,864,0.12,230.63,180,25.52
user2,6,863,1625,0.57,286.15,90,18.39
user2,6,665,1733,0.81,66.54,180,44.27
user2,6,951,724,0.72,66.86,90,51.0
user2,6,107,1826,0.34,274.86,0,73.79
user2,6,180,670,0.25,351.16,90,36.24
user2,6,903,1772,1.0,494.09,180,34.76
user2,6,158,1730,0.91,91.48,90,41.66
user2,6,175,1133,0.37,497.39,270,61.35
user2,6,582,1863,0.79,282.29,90,49.97
user2,6,434,1357,0.55,284.76,90,44.97
user2,6,701,1102,1.0,455.19,180,54.45
user2,6,29,1136,0.33,417.29,180,41.88
user2,6,275,1243,0.9,396.96,90,71.92
user2,6,9,260,0.48,431.53,270,68.69
user2,6,834,20,0.23,425.62,0,47.9
user2,6,911,940,0.83,145.29,180,19.55
user2,6,826,604,0.59,245.09,0,48.95
user2,7,413,998,0.43,350.11,270,49.1
user2,7,44,1820,0.56,474.75,90,75.42
user2,7,652,143,0.6,93.02,180,31.21
user2,7,783,177,0.77,50.5,90,54.22
user2,7,540,149,0.52,423.14,90,15.65
user2,7,491,1727,0.35,148.99,90,71.18
user2,7,36,1769,0.84,378.43,180,51.2
user2,7,978,1642,0.55,202.93,180,33.17
user2,7,363,68,0.91,396.23,180,53.63
user2,7,366,1883,0.54,173.27,0,30.9
user2,7,894,1499,0.98,351.59,180,56.19
user2,7,236,46,1.0,139.02,270,66.74
user2,7,315,1185,0.88,206.72,180,40.17
user2,7,527,1156,0.71,328.74,90,30.58
user2,7,818,748,0.57,137.95,90,17.57
user2,7,896,707,0.73,142.24,0,75.96
user2,7,218,12,0.4,59.74,0,19.96
user2,7,785,118,0.99,440.29,180,54.46
user2,7,663,1023,0.57,240.14,180,58.45
user2,7,406,77,0.38,198.53,0,39.0
user2,8,228,842,0.56,58.43,180,38.81
user2,8,163,1703,0.55,442.43,180,37.9
user2,8,941,1086,0.36,111.05,90,27.52
user2,8,668,219,0.37,111.62,180,21.82
user2,8,41,422,0.51,231.41,180,14.82
user2,8,72,1097,0.72,215.35,0,15.12
user2,8,469,1871,0.34,468.04,90,31.23
user2,8,913,1814,0.63,131.48,90,12.41
user2,8,463,1225,0.99,138.09,90,47.58
user2,8,652,1428,0.28,395.54,180,32.03
user2,8,255,1626,0.33,245.48,270,42.45
user2,8,75,568,0.97,457.11,180,52.66
user2,8,1015,1330,0.65,90.35,180,59.72
user2,8,239,1777,0.87,442.87,270,34.98
user2,8,62,354,0.56,69.01,0,79.7
user2,8,669,1513,0.37,140.73,180,18.92
user2,8,834,1868,0.53,210.66,0,78.14
user2,8,583,1140,0.95,492.57,180,67.74
user2,8,363,1469,0.28,270.14,90,21.04
user2,8,763,1248,0.67,254.08,90,60.41
user2,9,185,1518,0.8,158.75,180,32.43
user2,9,351,588,0.95,458.79,270,42.62
user2,9,150,1084,0.26,219.9,0,24.71
user2,9,889,954,0.71,311.65,0,30.39
user2,9,347,1549,0.78,448.47,90,29.52
user2,9,242,1854,0.65,232.26,180,54.47
user2,9,579,1658,0.54,381.15,270,52.96
user2,9,657,1584,0.37,243.61,180,29.27
user2,9,731,909,0.28,366.86,90,64.12
user2,9,1009,1290,0.69,482.65,180,23.5
user2,9,521,336,0.65,315.93,90,13.63
user2,9,889,1728,0.53,374.53,180,66.64
user2,9,441,408,0.76,113.92,270,21.76
user2,9,696,97,0.3,256.72,90,48.7
user2,9,967,1224,0.29,257.19,180,79.47
user2,9,227,516,0.67,403.92,0,59.83
user2,9,462,480,0.65,153.64,90,43.55
user2,9,43,1060,0.36,442.93,180,48.74
user2,9,212,1606,0.43,77.14,90,15.27
user2,9,176,706,0.26,96.92,270,28.36
user2,10,29,1050,0.17,251.7,270,67.83
user2,10,97,325,0.37,447.89,0,55.5
user2,10,1069,1639,0.36,498.55,90,19.86
user2,10,600,978,0.91,298.35,0,50.97
user2,10,437,1254,0.38,287.36,0,73.17
user2,10,462,541,0.68,152.57,270,69.7
user2,10,272,544,0.57,280.21,180,49.84
user2,10,1020,489,0.77,435.31,270,45.51
user2,10,51,296,0.87,154.54,90,41.08
user2,10,170,1060,0.92,57.13,90,24.88
user2,10,726,1432,0.39,176.8,90,51.31
user2,10,635,966,0.67,158.69,0,70.46
user2,10,174,1056,0.3,212.75,0,65.3
user2,10,12,49,0.62,115.15,270,66.23
user2,10,865,95,0.79,341.4,180,28.49
user2,10,6,329,0.32,121.02,180,53.19
user2,10,439,889,0.63,338.85,0,67.03
user2,10,1061,722,0.63,85.25,180,18.41
user2,10,92,801,0.53,393.99,90,35.15
user2,10,187,135,0.2,173.53,90,79.54
user3,1,1032,1459,0.82,481.33,180,15.53
user3,1,487,436,0.94,304.05,0,54.44
user3,1,172,1280,0.83,282.76,90,67.83
user3,1,225,1249,0.68,287.97,0,35.56
user3,1,68,1874,0.69,78.19,0,76.94
user3,1,1071,67,0.25,79.05,270,68.52
user3,1,275,767,0.26,412.84,90,56.07
user3,1,324,377,0.18,119.29,0,32.44
user3,1,1017,1727,0.61,217.93,180,38.19
user3,1,1038,1477,0.67,144.86,270,20.46
user3,1,3,256,0.76,135.38,270,28.36
user3,1,460,848,0.23,159.98,90,52.96
user3,1,192,306,0.58,145.42,270,42.72
user3,1,171,1086,0.16,83.51,0,49.26
user3,1,72,331,0.11,98.33,90,50.82
user3,1,241,1634,0.91,111.67,90,43.77
user3,1,551,1685,0.46,227.29,180,24.73
user3,1,510,880,0.67,61.58,0,79.25
user3,1,479,306,0.66,177.6,0,37.55
user3,1,987,1808,0.65,396.71,270,65.42
user3,2,856,838,0.72,495.16,180,56.58
user3,2,804,161,0.63,130.93,0,12.14
user3,2,996,528,0.34,404.95,90,36.16
user3,2,49,1295,0.64,453.32,0,57.03
user3,2,476,487,0.65,493.66,0,34.81
user3,2,405,536,0.9,146.87,0,73.85
user3,2,515,463,0.94,99.39,90,62.17
user3,2,918,1912,0.56,294.98,0,23.68
user3,2,739,1218,0.99,62.04,180,13.51
user3,2,952,483,0.12,85.5,270,52.56
user3,2,538,1367,0.72,403.43,180,69.52
user3,2,583,1114,0.9,372.83,180,24.41
user3,2,1013,539,0.74,430.62,0,59.07
user3,2,537,1237,0.14,137.89,90,72.55
user3,2,261,495,0.76,329.75,90,37.06
user3,2,88,967,0.52,314.35,90,79.78
user3,2,533,1404,0.98,241.65,180,10.16
user3,2,501,257,0.66,399.24,180,76.01
user3,2,654,965,0.74,151.64,90,23.13
user3,2,744,1092,0.92,69.1,180,66.15
user3,3,478,1702,0.53,228.02,270,44.03
user3,3,1031,511,0.69,180.64,90,22.1
user3,3,750,1812,0.6,300.12,180,45.77
user3,3,219,867,0.6,330.59,270,24.48
user3,3,718,766,0.65,340.57,0,44.84
user3,3,700,514,0.72,221.83,180,26.7
user3,3,269,600,0.25,496.71,180,38.47
user3,3,134,1783,0.59,379.16,0,34.31
user3,3,195,703,0.14,118.8,270,54.61
user3,3,953,1538,0.79,112.6,180,75.11
user3,3,618,1635,0.72,143.73,90,60.34
user3,3,582,1704,0.59,376.3,90,44.09
user3,3,866,1907,0.88,404.42,270,59.34
user3,3,344,148,0.77,337.15,0,31.17
user3,3,978,1779,0.85,469.49,180,39.29
user3,3,621,1591,0.2,127.87,90,66.81
user3,3,175,358,0.34,468.22,0,56.03
user3,3,647,531,0.23,172.57,180,51.58
user3,3,908,1877,0.35,441.79,180,17.64
user3,3,17,1092,0.97,110.64,0,72.17
user3,4,14,1519,0.63,346.1,180,45.52
user3,4,745,431,0.48,51.95,0,28.52
user3,4,513,32,0.79,135.29,0,14.67
user3,4,855,1290,0.85,97.69,90,48.03
user3,4,663,442,0.75,50.18,0,29.4
user3,4,537,620,0.59,400.49,180,21.04
user3,4,815,12,0.54,405.8,270,38.52
user3,4,554,744,0.46,274.35,0,50.65
user3,4,206,692,0.63,251.63,0,28.25
user3,4,124,256,0.43,409.55,180,12.22
user3,4,287,1238,0.41,352.21,180,32.35
user3,4,367,1424,0.26,166.62,0,22.32
user3,4,763,360,0.79,235.42,90,38.36
user3,4,854,802,0.5,467.45,0,30.93
user3,4,332,746,0.46,295.74,90,50.9
user3,4,1005,1657,0.16,288.39,180,62.52
user3,4,280,1675,0.33,67.04,180,66.5
user3,4,1018,1098,0.47,76.83,180,31.28
user3,4,112,1391,0.91,491.79,0,24.68
user3,4,723,498,0.22,257.47,0,76.82
user3,5,574,581,0.45,333.42,0,23.57
user3,5,388,1730,0.87,415.1,90,65.24
user3,5,533,296,0.76,224.24,270,17.05
user3,5,854,1284,0.24,225.88,0,30.82
user3,5,637,441,0.23,283.57,0,75.31
user3,5,390,372,0.21,420.87,270,25.52
user3,5,564,1508,0.49,202.86,0,38.31
user3,5,485,1610,0.85,177.93,0,21.04
user3,5,144,419,0.35,196.19,270,15.76
user3,5,106,149,0.91,50.8,90,52.04
user3,5,238,1909,0.56,51.34,90,25.32
user3,5,460,1104,0.12,227.65,90,65.28
user3,5,442,1833,0.53,154.62,90,51.98
user3,5,279,925,0.83,119.42,180,10.39
user3,5,1035,13,0.77,165.89,270,22.72
user3,5,798,731,0.54,467.88,0,29.7
user3,5,761,73,0.66,75.28,0,45.48
user3,5,394,190,0.54,373.16,270,43.14
user3,5,6,1104,0.44,286.42,180,10.22
user3,5,931,505,0.88,200.11,0,27.72
user3,6,73,44,0.58,186.65,90,36.82
user3,6,92,321,0.64,169.72,180,39.76
user3,6,326,1790,0.87,472.66,0,30.18
user3,6,590,1438,0.16,376.66,270,49.42
user3,6,947,327,0.69,110.83,90,33.37
user3,6,228,1268,0.26,323.64,0,11.07
user3,6,1001,810,0.91,272.93,270,59.53
user3,6,128,373,0.94,450.49,0,74.37
user3,6,167,1630,0.25,115.94,90,39.94
user3,6,138,1214,0.5,451.56,180,60.22
user3,6,297,1095,0.16,128.9,90,39.97
user3,6,634,1408,0.4,333.49,270,79.22
user3,6,189,1826,0.59,298.35,90,74.53
user3,6,71,42,0.79,127.95,180,36.73
user3,6,7,1797,0.84,203.32,90,27.37
user3,6,575,899,0.73,415.8,270,34.34
user3,6,719,955,0.52,95.51,0,69.24
user3,6,791,1026,0.64,471.87,0,49.14
user3,6,1053,418,0.88,178.14,270,45.12
user3,6,712,391,0.37,358.99,180,40.07
user3,7,519,852,0.21,261.6,270,57.29
user3,7,90,1427,0.59,222.52,0,38.53
user3,7,795,1890,0.41,364.58,0,18.78
user3,7,730,1396,0.8,184.17,0,12.98
user3,7,778,165,0.49,283.42,90,55.91
user3,7,696,1197,0.75,77.3,90,63.24
user3,7,629,1255,0.58,479.97,90,12.58
user3,7,406,176,0.16,275.44,270,74.38
user3,7,485,1102,0.46,192.09,180,64.05
user3,7,332,223,0.68,420.35,180,73.51
user3,7,986,1914,0.35,320.23,0,19.9
user3,7,186,248,0.71,339.65,0,16.05
user3,7,245,926,0.29,224.8,0,64.75
user3,7,688,1358,0.6,283.72,270,45.34
user3,7,591,686,0.99,335.12,0,36.5
user3,7,628,1719,0.28,435.27,270,79.46
user3,7,100,1093,0.96,207.5,90,53.93
user3,7,600,1666,0.53,334.57,0,31.72
user3,7,845,1364,0.71,426.25,180,61.13
user3,7,598,386,0.2,384.76,0,50.56
user3,8,873,1388,0.17,322.13,270,11.85
user3,8,507,449,0.35,80.14,90,30.54
user3,8,358,955,0.42,214.91,270,40.08
user3,8,348,26,0.1,381.2,90,33.61
user3,8,342,692,0.38,492.88,270,32.08
user3,8,185,835,0.3,283.01,270,50.55
user3,8,352,354,0.77,113.6,180,67.53
user3,8,564,1405,0.98,117.63,0,73.46
user3,8,257,452,0.47,260.8,270,53.88
user3,8,48,167,0.33,229.29,90,45.31
user3,8,228,1204,0.78,260.35,0,11.21
user3,8,313,498,0.66,491.54,270,12.86
user3,8,344,1276,0.19,117.05,0,52.73
user3,8,480,922,0.56,148.2,270,44.57
user3,8,253,944,0.88,55.71,0,10.49
user3,8,963,735,0.84,315.1,0,70.26
user3,8,849,1863,0.84,212.94,90,40.26
user3,8,128,10,0.24,305.76,270,17.19
user3,8,886,1146,0.31,249.77,180,13.19
user3,8,790,811,0.12,333.94,270,68.51
user3,9,771,1441,0.14,339.76,90,48.66
user3,9,898,1362,0.85,380.98,90,29.35
user3,9,474,194,0.74,285.81,180,15.5
user3,9,528,270,0.62,127.61,90,60.82
user3,9,489,1091,0.27,68.6,270,62.15
user3,9,1042,544,0.8,437.28,90,10.42
user3,9,461,1047,0.6,490.04,0,56.25
user3,9,1029,569,0.23,118.78,270,35.39
user3,9,982,462,0.13,433.48,0,75.91
user3,9,430,877,0.92,56.9,0,78.45
user3,9,177,1288,0.73,138.0,0,57.15
user3,9,408,953,0.32,104.9,0,68.48
user3,9,970,1344,0.29,374.62,270,51.36
user3,9,647,607,0.84,261.7,180,59.02
user3,9,1000,348,0.83,168.93,0,35.54
user3,9,800,909,0.29,443.47,0,17.94
user3,9,487,790,0.83,311.41,90,32.88
user3,9,647,747,0.55,123.36,270,32.18
user3,9,258,979,0.83,434.0,0,40.98
user3,9,807,1623,0.3,475.49,90,32.04
user3,10,204,586,0.91,114.21,0,50.92
user3,10,643,820,0.35,429.84,180,63.88
user3,10,314,161,0.21,486.55,180,53.7
user3,10,898,759,0.63,112.28,270,48.21
user3,10,409,806,0.61,50.84,90,75.32
user3,10,565,997,0.72,281.79,270,32.78
user3,10,75,886,0.94,460.37,270,45.92
user3,10,614,985,0.43,82.84,0,74.35
user3,10,390,243,0.77,451.26,0,50.97
user3,10,1058,838,0.43,273.31,270,61.07
user3,10,209,109,0.43,353.84,90,54.58
user3,10,673,25,0.99,210.7,180,54.24
